League ID,League,Club,Club Logo Small,Club Logo Big,Overall,ATT,MID,DEF,Country,Scout Region,Dom. Prestige,Int'l Prestige,League Rep,Int'l Comp,Youth Scouting Region
7,3. Liga,Energie Cottbus,https://i.imgur.com/DXvmaKt.png,https://i.imgur.com/DXvmaKt.png,63,63,63,63,Germany,6,1,1,1,,Central Europe
7,3. Liga,Erzgebirge Aue,https://i.imgur.com/mnUeWDK.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l506.png,64,67,64,62,Germany,6,1,1,1,,Central Europe
7,3. Liga,Hannover 96 II,https://i.imgur.com/osgUg6D.png,https://i.imgur.com/osgUg6D.png,61,60,59,62,Germany,6,1,1,1,,Central Europe
7,3. Liga,Hansa Rostock,https://i.imgur.com/bMqKwFz.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l27.png,66,65,66,66,Germany,6,2,1,1,,Central Europe
7,3. Liga,Ingolstadt 04,https://i.imgur.com/bzGJD3H.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111239.png,65,64,66,64,Germany,6,2,1,1,,Central Europe
7,3. Liga,Rot-Weiß Essen,https://i.imgur.com/gFWCd8R.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l526.png,65,64,64,66,Germany,6,1,1,1,,Central Europe
7,3. Liga,SC Verl,https://i.imgur.com/Gi1dF4Z.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110501.png,63,65,64,63,Germany,6,1,1,1,,Central Europe
7,3. Liga,SV Sandhausen,https://i.imgur.com/V8kqAdR.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110178.png,65,66,64,65,Germany,6,2,1,1,,Central Europe
7,3. Liga,Unterhaching,https://i.imgur.com/vH59zWN.png,https://i.imgur.com/vH59zWN.png,62,62,63,62,Germany,6,1,1,1,,Central Europe
7,3. Liga,VfB Stuttgart II,https://i.imgur.com/1uCVNMo.png,https://i.imgur.com/1uCVNMo.png,60,60,60,61,Germany,6,1,1,1,,Central Europe
7,3. Liga,VfL Osnabrück,https://i.imgur.com/KykUr43.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l487.png,65,66,66,65,Germany,6,1,1,1,,Central Europe
7,3. Liga,Viktoria Köln,https://i.imgur.com/1U5lJ36.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110645.png,63,63,63,63,Germany,6,1,1,1,,Central Europe
7,3. Liga,Waldhof Mannheim,https://i.imgur.com/asDca4w.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/24/crest/dark/l110532.png,65,67,64,65,Germany,6,1,1,1,,Central Europe
7,3. Liga,Wehen Wiesbaden,https://i.imgur.com/8dSZXNy.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/24/crest/dark/l492.png,65,62,65,66,Germany,6,1,1,1,,Central Europe
8,LaLiga Santander,Athletic Bilbao,https://i.imgur.com/mPLAac6.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/24/crest/dark/l448.png,80,79,80,79,Spain,4,6,5,8,2,Iberia
8,LaLiga Santander,Atlético Madrid,https://i.imgur.com/kYG8TxZ.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l240.png,82,82,82,82,Spain,4,9,8,8,3,Iberia
8,LaLiga Santander,Barcelona,https://i.imgur.com/RpZ7rFI.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l241.png,83,84,81,80,Spain,4,10,10,8,3,Iberia
8,LaLiga Santander,Celta Vigo,https://i.imgur.com/740Y7bL.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l450.png,75,78,75,73,Spain,4,4,3,8,,Iberia
8,LaLiga Santander,Deportivo Alavés,https://i.imgur.com/HcxhdVs.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l463.png,73,74,73,73,Spain,4,4,2,8,,Iberia
8,LaLiga Santander,Espanyol,https://i.imgur.com/WqM2WB4.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l452.png,73,74,72,72,Spain,4,5,3,8,,Iberia
8,LaLiga Santander,Getafe,https://i.imgur.com/f83Ap5v.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1860.png,74,79,74,74,Spain,4,5,3,8,,Iberia
8,LaLiga Santander,Girona,https://i.imgur.com/stCj6pi.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110062.png,78,76,79,79,Spain,4,5,3,8,3,Iberia
8,LaLiga Santander,Las Palmas,https://i.imgur.com/nvEnDeS.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l472.png,75,74,75,74,Spain,4,3,2,8,,Iberia
8,LaLiga Santander,Leganés,https://i.imgur.com/98b04Ta.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l100888.png,74,74,73,72,Spain,4,3,2,8,,Iberia
8,LaLiga Santander,Mallorca,https://i.imgur.com/uHXLWNv.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l453.png,76,76,76,76,Spain,4,4,2,8,,Iberia
8,LaLiga Santander,Osasuna,https://i.imgur.com/AT1zEDr.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l479.png,76,77,76,74,Spain,4,4,2,8,,Iberia
8,LaLiga Santander,Rayo Vallecano,https://i.imgur.com/DgAYISg.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l480.png,76,74,77,77,Spain,4,4,2,8,,Iberia
8,LaLiga Santander,Real Betis,https://i.imgur.com/5tOyWVr.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l449.png,77,76,78,76,Spain,4,6,4,8,1,Iberia
8,LaLiga Santander,Real Madrid,https://i.imgur.com/6SmlHsR.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l243.png,86,89,85,85,Spain,4,10,10,8,3,Iberia
8,LaLiga Santander,Real Sociedad,https://i.imgur.com/RvV6rKC.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l457.png,78,78,76,78,Spain,4,6,5,8,2,Iberia
8,LaLiga Santander,Real Valladolid,https://i.imgur.com/guLaEGi.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l462.png,72,72,72,72,Spain,4,4,2,8,,Iberia
8,LaLiga Santander,Sevilla,https://i.imgur.com/Z9ovPI6.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l481.png,76,73,77,77,Spain,4,8,8,8,,Iberia
8,LaLiga Santander,Valencia,https://i.imgur.com/k8vfYik.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l461.png,77,78,75,76,Spain,4,7,6,8,,Iberia
8,LaLiga Santander,Villarreal,https://i.imgur.com/O3YevuT.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l483.png,77,80,77,78,Spain,4,6,6,8,,Iberia
9,LaLiga Smartbank,Albacete,https://i.imgur.com/Li21vaP.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1854.png,68,68,67,69,Spain,4,2,1,4,,Iberia
9,LaLiga Smartbank,Almería,https://i.imgur.com/vmA2W6l.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1861.png,73,75,74,71,Spain,4,3,2,4,,Iberia
9,LaLiga Smartbank,Burgos,https://i.imgur.com/DWH8p62.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l10846.png,69,70,69,70,Spain,4,1,1,4,,Iberia
9,LaLiga Smartbank,Cádiz,https://i.imgur.com/mRVagX8.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1968.png,73,74,73,72,Spain,4,3,2,4,,Iberia
9,LaLiga Smartbank,Cartagena,https://i.imgur.com/skoAlTo.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l100851.png,67,67,67,68,Spain,4,1,1,4,,Iberia
9,LaLiga Smartbank,Córdoba,https://i.imgur.com/XQNhtd7.png,https://i.imgur.com/XQNhtd7.png,64,66,64,65,Spain,4,2,1,4,,Iberia
9,LaLiga Smartbank,Castellón,https://i.imgur.com/navL6XK.png,https://i.imgur.com/navL6XK.png,66,67,66,66,Spain,4,1,1,4,,Iberia
9,LaLiga Smartbank,Deportivo La Coruña,https://i.imgur.com/aP5Gfb3.png,https://i.imgur.com/aP5Gfb3.png,72,70,72,71,Spain,4,3,2,4,,Iberia
9,LaLiga Smartbank,Eibar,https://i.imgur.com/EMzky5u.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l467.png,70,69,70,69,Spain,4,3,1,4,,Iberia
9,LaLiga Smartbank,Elche,https://i.imgur.com/d4oFdOG.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l468.png,70,60,68,69,Spain,4,3,1,4,,Iberia
9,LaLiga Smartbank,Eldense,https://i.imgur.com/2sJu1qs.png,https://i.imgur.com/2sJu1qs.png,68,66,68,69,Spain,4,1,1,4,,Iberia
9,LaLiga Smartbank,Granada,https://i.imgur.com/dJVaoP3.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110832.png,71,74,71,71,Spain,4,3,2,4,,Iberia
9,LaLiga Smartbank,Huesca,https://i.imgur.com/kFQ4zVh.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110839.png,67,67,68,67,Spain,4,2,1,4,,Iberia
9,LaLiga Smartbank,Levante,https://i.imgur.com/GyEoQBr.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1853.png,70,72,71,67,Spain,4,3,2,4,,Iberia
9,LaLiga Smartbank,Málaga,https://i.imgur.com/aRqBHBR.png,https://i.imgur.com/aRqBHBR.png,67,65,66,67,Spain,4,4,2,4,,Iberia
9,LaLiga Smartbank,Mirandés,https://i.imgur.com/T3CEbdu.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110069.png,65,64,64,65,Spain,4,2,1,4,,Iberia
9,LaLiga Smartbank,Racing Ferrol,https://i.imgur.com/AYYAzYd.png,https://i.imgur.com/AYYAzYd.png,68,69,69,67,Spain,4,1,1,4,,Iberia
9,LaLiga Smartbank,Racing Santander,https://i.imgur.com/6zN4B0R.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l456.png,68,66,69,68,Spain,4,2,1,4,,Iberia
9,LaLiga Smartbank,Real Oviedo,https://i.imgur.com/ofwlwMB.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110827.png,71,70,72,70,Spain,4,2,1,4,,Iberia
9,LaLiga Smartbank,Real Zaragoza,https://i.imgur.com/ZJQWNFW.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l244.png,70,67,69,69,Spain,4,2,1,4,,Iberia
9,LaLiga Smartbank,Sporting Gijón,https://i.imgur.com/KeRLHSG.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l459.png,71,68,70,72,Spain,4,2,1,4,,Iberia
9,LaLiga Smartbank,Tenerife,https://i.imgur.com/bcKFzGI.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l260.png,69,71,69,68,Spain,4,2,1,4,,Iberia
10,Serie A,AC Milan,https://i.imgur.com/l5IoqoS.png,https://i.imgur.com/a7LJs7j.png,81,80,82,81,Italy,5,9,8,7,3,Mediterranean
10,Serie A,AS Roma,https://i.imgur.com/fCFN6QL.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l52.png,80,84,80,79,Italy,5,8,7,7,2,Mediterranean
10,Serie A,Atalanta,https://i.imgur.com/R0Dveal.png,https://i.imgur.com/2Qq7BMa.png,79,76,78,79,Italy,5,7,6,7,3,Mediterranean
10,Serie A,Bologna,https://i.imgur.com/J206CpP.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l189.png,77,76,77,75,Italy,5,6,3,7,3,Mediterranean
10,Serie A,Cagliari,https://i.imgur.com/CEnkiKe.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1842.png,73,72,72,73,Italy,5,4,2,7,,Mediterranean
10,Serie A,Como,https://i.imgur.com/8PunGWx.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1745.png,75,76,74,75,Italy,5,3,2,7,,Mediterranean
10,Serie A,Empoli,https://i.imgur.com/9ACZztt.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1746.png,72,73,71,70,Italy,5,4,2,7,,Mediterranean
10,Serie A,Fiorentina,https://i.imgur.com/XoO1Wwh.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110374.png,77,76,78,76,Italy,5,7,5,7,1,Mediterranean
10,Serie A,Genoa,https://i.imgur.com/o1CsV8J.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110556.png,73,74,74,71,Italy,5,5,2,7,,Mediterranean
10,Serie A,Hellas Verona,https://i.imgur.com/uaIwgPE.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l206.png,73,71,73,72,Italy,5,4,2,7,,Mediterranean
10,Serie A,Inter Milan,https://i.imgur.com/YOUgwgT.png,https://i.imgur.com/dA5CPKt.png,83,86,83,83,Italy,5,9,8,7,3,Mediterranean
10,Serie A,Juventus,https://i.imgur.com/zX0ySRO.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l45.png,80,82,76,79,Italy,5,10,9,7,3,Mediterranean
10,Serie A,Lazio,https://i.imgur.com/wJcRqDe.png,https://i.imgur.com/CIFpIer.png,78,79,76,79,Italy,5,7,6,7,2,Mediterranean
10,Serie A,Lecce,https://i.imgur.com/74wFBXA.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l347.png,73,75,70,73,Italy,5,4,2,7,,Mediterranean
10,Serie A,Monza,https://i.imgur.com/Li9qx5I.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111811.png,74,73,74,74,Italy,5,3,2,7,,Mediterranean
10,Serie A,Napoli,https://i.imgur.com/JzN6NYh.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l48.png,80,82,79,80,Italy,5,8,7,7,,Mediterranean
10,Serie A,Parma,https://i.imgur.com/1nXePii.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l50.png,73,73,73,72,Italy,5,6,4,7,,Mediterranean
10,Serie A,Torino,https://i.imgur.com/b7TUXOM.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l54.png,76,78,76,74,Italy,5,5,3,7,,Mediterranean
10,Serie A,Udinese,https://i.imgur.com/tQ3sWVU.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l55.png,72,76,71,72,Italy,5,6,3,7,,Mediterranean
10,Serie A,Venezia,https://i.imgur.com/EEAPcWt.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l205.png,71,72,70,68,Italy,5,3,2,7,,Mediterranean
11,Serie B,Bari,https://i.imgur.com/ktv6Ew4.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1848.png,68,66,68,67,Italy,5,2,1,3,,Mediterranean
11,Serie B,Brescia,https://i.imgur.com/FLGXtDs.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l113973.png,67,63,66,68,Italy,5,2,1,3,,Mediterranean
11,Serie B,Carrarese,https://i.imgur.com/9P92p60.png,https://i.imgur.com/9P92p60.png,66,68,66,66,Italy,5,1,1,3,,Mediterranean
11,Serie B,Catanazaro,https://i.imgur.com/XZeM6z9.png,https://i.imgur.com/XZeM6z9.png,67,70,66,63,Italy,5,1,1,3,,Mediterranean
11,Serie B,Cesena,https://i.imgur.com/cQJbf4Y.png,https://i.imgur.com/cQJbf4Y.png,68,67,67,68,Italy,5,2,1,3,,Mediterranean
11,Serie B,Cittadella,https://i.imgur.com/7dCc8z2.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111993.png,66,64,66,66,Italy,5,1,1,3,,Mediterranean
11,Serie B,Cosenza,https://i.imgur.com/RZYkEPz.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l112168.png,67,69,65,65,Italy,5,1,1,3,,Mediterranean
11,Serie B,Cremonese,https://i.imgur.com/IS2Yvv9.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111434.png,71,70,70,70,Italy,5,3,2,3,,Mediterranean
11,Serie B,Frosinone,https://i.imgur.com/V0p8ftB.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111657.png,67,68,65,67,Italy,5,2,1,3,,Mediterranean
11,Serie B,Juve Stabia,https://i.imgur.com/rO8cOYe.png,https://i.imgur.com/rO8cOYe.png,65,66,63,62,Italy,5,1,1,3,,Mediterranean
11,Serie B,Mantova,https://i.imgur.com/UH9w9TW.png,https://i.imgur.com/UH9w9TW.png,66,69,66,64,Italy,5,1,1,3,,Mediterranean
11,Serie B,Modena,https://i.imgur.com/XKy2ODX.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1744.png,69,69,68,70,Italy,5,2,1,3,,Mediterranean
11,Serie B,Palermo,https://i.imgur.com/tdAmhg5.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1843.png,72,72,72,70,Italy,5,4,2,3,,Mediterranean
11,Serie B,Pisa,https://i.imgur.com/Wq1XHAN.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110738.png,69,68,69,65,Italy,5,2,1,3,,Mediterranean
11,Serie B,Reggiana,https://i.imgur.com/GekRxTU.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/24/crest/dark/l110740.png,67,65,66,66,Italy,5,1,1,3,,Mediterranean
11,Serie B,Salernitana,https://i.imgur.com/950ohLe.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110373.png,69,68,68,68,Italy,5,2,1,3,,Mediterranean
11,Serie B,Sampdoria,https://i.imgur.com/84DtosZ.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1837.png,71,73,70,70,Italy,5,5,3,3,,Mediterranean
11,Serie B,Sassuolo,https://i.imgur.com/sT5APgA.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111974.png,71,70,70,70,Italy,5,4,2,3,,Mediterranean
11,Serie B,Spezia,https://i.imgur.com/HToVE67.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l113974.png,68,66,69,67,Italy,5,3,2,3,,Mediterranean
11,Serie B,Südtirol,https://i.imgur.com/2h1bGXB.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l112494.png,68,69,68,67,Italy,5,1,1,3,,Mediterranean
12,Ligue 1,AJ Auxerre,https://i.imgur.com/Vi7iU01.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l57.png,71,69,71,72,France,3,4,2,6,,Western Europe
12,Ligue 1,Angers SCO,https://i.imgur.com/viW3MVH.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1530.png,70,72,69,69,France,3,5,2,6,,Western Europe
12,Ligue 1,AS Monaco,https://i.imgur.com/Mj11l5K.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l69.png,77,77,77,77,France,3,8,7,6,3,Western Europe
12,Ligue 1,AS Saint-Étienne,https://i.imgur.com/6wBhzh3.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1819.png,71,72,69,71,France,3,6,4,6,,Western Europe
12,Ligue 1,Le Havre,https://i.imgur.com/UWCaCwL.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1738.png,72,71,71,72,France,3,3,2,6,,Western Europe
12,Ligue 1,LOSC Lille,https://i.imgur.com/VoRG0Ft.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l65.png,77,81,76,75,France,3,7,5,6,3,Western Europe
12,Ligue 1,Montpellier HSC,https://i.imgur.com/w62PBAe.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l70.png,74,73,75,72,France,3,5,2,6,,Western Europe
12,Ligue 1,Nantes,https://i.imgur.com/RlJqne8.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l71.png,73,73,74,72,France,3,5,2,6,,Western Europe
12,Ligue 1,OGC Nice,https://i.imgur.com/uDHYKiu.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l72.png,76,75,77,74,France,3,6,3,6,2,Western Europe
12,Ligue 1,Olympique Lyonnais,https://i.imgur.com/9OKMrSj.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l66.png,77,79,78,75,France,3,7,6,6,2,Western Europe
12,Ligue 1,Olympique Marseille,https://i.imgur.com/5HAeAeo.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l219.png,77,75,78,75,France,3,7,6,6,,Western Europe
12,Ligue 1,Paris Saint-Germain,https://i.imgur.com/1q0JpdM.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l73.png,82,82,81,82,France,3,10,9,6,3,Western Europe
12,Ligue 1,RC Lens,https://i.imgur.com/p1weNTS.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l64.png,76,76,75,79,France,3,5,3,6,1,Western Europe
12,Ligue 1,RC Strasbourg,https://i.imgur.com/Peilcou.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l76.png,72,73,71,71,France,3,4,2,6,,Western Europe
12,Ligue 1,Stade Brestois 29,https://i.imgur.com/F3EJD2n.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l378.png,75,75,76,73,France,3,5,2,6,3,Western Europe
12,Ligue 1,Stade de Reims,https://i.imgur.com/QxFF1eS.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l379.png,74,72,73,75,France,3,5,2,6,,Western Europe
12,Ligue 1,Stade Rennais,https://i.imgur.com/kJWJrzL.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l74.png,75,77,75,74,France,3,6,4,6,,Western Europe
12,Ligue 1,Toulouse,https://i.imgur.com/m5Y8oRR.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1809.png,73,74,72,73,France,3,5,3,6,,Western Europe
13,Ligue 2,AC Ajaccio,https://i.imgur.com/YBuHIqT.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l614.png,66,66,66,65,France,3,2,1,2,,Western Europe
13,Ligue 2,Amiens SC,https://i.imgur.com/GAW5n3t.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1816.png,66,68,66,66,France,3,2,1,2,,Western Europe
13,Ligue 2,Annecy,https://i.imgur.com/3YNDURs.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/24/crest/dark/l131447.png,64,64,65,63,France,3,1,1,2,,Western Europe
13,Ligue 2,Clermont Foot,https://i.imgur.com/uJmvRgs.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1815.png,67,61,67,67,France,3,2,1,2,,Western Europe
13,Ligue 2,En Avant Guingamp,https://i.imgur.com/g4hje0m.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l62.png,65,64,66,65,France,3,3,1,2,,Western Europe
13,Ligue 2,ESTAC Troyes,https://i.imgur.com/5UURWst.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l294.png,66,64,66,65,France,3,2,1,2,,Western Europe
13,Ligue 2,Grenoble Foot 38,https://i.imgur.com/5kYupvY.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1805.png,67,66,68,67,France,3,1,1,2,,Western Europe
13,Ligue 2,Lorient,https://i.imgur.com/TXFypXB.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l217.png,71,72,70,71,France,3,3,2,2,,Western Europe
13,Ligue 2,Martigues,https://i.imgur.com/ZMrOEd2.png,https://i.imgur.com/ZMrOEd2.png,63,62,62,65,France,3,1,1,2,,Western Europe
13,Ligue 2,Metz,https://i.imgur.com/FpcokX1.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l68.png,70,68,70,71,France,3,3,2,2,,Western Europe
13,Ligue 2,Paris FC,https://i.imgur.com/VFx4Nhl.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111817.png,68,68,70,67,France,3,2,1,2,,Western Europe
13,Ligue 2,Pau FC,https://i.imgur.com/YlyFYUB.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110321.png,66,67,65,66,France,3,1,1,2,,Western Europe
13,Ligue 2,Red Star FC,https://i.imgur.com/NyYLoVx.png,https://i.imgur.com/NyYLoVx.png,64,64,64,64,France,3,2,1,2,,Western Europe
13,Ligue 2,Rodez Averyron,https://i.imgur.com/MfJLu36.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111659.png,64,62,65,64,France,3,1,1,2,,Western Europe
13,Ligue 2,SC Bastia,https://i.imgur.com/GFnNsfN.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l58.png,65,61,66,65,France,3,2,1,2,,Western Europe
13,Ligue 2,SM Caen,https://i.imgur.com/oJCRcNZ.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l210.png,68,69,68,67,France,3,3,1,2,,Western Europe
13,Ligue 2,Stade Lavallois,https://i.imgur.com/XEfNfS8.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1814.png,66,66,66,65,France,3,2,1,2,,Western Europe
13,Ligue 2,USL Dunkerque,https://i.imgur.com/eMvw9Z1.png,https://i.imgur.com/wcKGFFc.png,65,66,62,67,France,3,1,1,2,,Western Europe
14,Primeira Liga,Arouca,https://i.imgur.com/tQ0nIoV.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l112513.png,70,69,70,68,Portugal,4,2,1,5,,Iberia
14,Primeira Liga,AVS Futebol,https://i.imgur.com/vpMGphk.png,https://i.imgur.com/vpMGphk.png,68,66,67,67,Portugal,4,1,1,5,,Iberia
14,Primeira Liga,Boavista,https://i.imgur.com/T4tYiSw.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1898.png,68,65,69,67,Portugal,4,5,2,5,,Iberia
